Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
11/13/2017,91400496,"84,598,400","94,800,000","82,732,800","1,27K",8.81%
11/14/2017,92449904,"91,400,896","93,300,000","91,100,000","0,50K",1.15%
11/15/2017,99141600,"92,400,600","99,999,200","92,383,296","1,20K",7.24%
11/16/2017,105556496,"99,141,600","105,765,200","98,501,000","1,41K",6.47%
11/17/2017,103987504,"105,358,304","108,000,000","101,800,000","1,42K",-1.49%
11/18/2017,104009904,"103,987,504","104,370,000","99,069,400","0,65K",0.02%
11/19/2017,105799904,"104,009,904","106,092,304","102,500,000","0,49K",1.72%
11/20/2017,108400096,"106,000,000","108,998,000","105,334,704","0,77K",2.46%
11/21/2017,107649904,"108,400,096","108,998,496","104,800,000","0,83K",-0.69%
11/22/2017,109000704,"107,649,904","110,000,000","107,536,000","0,66K",1.25%
11/23/2017,108750096,"109,000,704","109,599,000","108,000,000","0,79K",-0.23%
11/24/2017,111199904,"108,750,000","115,610,496","107,875,000","1,19K",2.25%
11/25/2017,118000000,"111,200,000","118,000,000","111,050,000","0,63K",6.12%
11/26/2017,128800000,"118,000,000","129,699,000","117,999,904","0,83K",9.15%
11/27/2017,134849904,"128,889,904","134,990,000","128,598,800","0,92K",4.70%
11/28/2017,144939504,"134,849,904","145,401,104","134,849,904","0,97K",7.48%
11/29/2017,148900000,"144,939,904","163,770,096","144,786,096","2,14K",2.73%
11/30/2017,150999104,"149,988,000","159,800,000","138,100,800","1,59K",1.41%
12/1/2017,156100400,"150,999,904","156,499,504","142,599,104","0,75K",3.38%
12/2/2017,157800192,"156,104,000","159,400,000","155,500,000","0,65K",1.09%
12/3/2017,160900304,"157,800,192","163,000,000","155,517,296","0,80K",1.96%
12/4/2017,162301408,"160,997,792","162,403,296","159,000,800","0,52K",0.87%
12/5/2017,169300000,"162,500,000","169,800,000","161,704,992","0,82K",4.31%
12/6/2017,218681104,"169,300,000","219,890,592","169,299,808","1,27K",29.17%
12/7/2017,292000000,"218,752,304","295,900,000","209,000,000","2,19K",33.53%
12/8/2017,254700704,"291,999,904","294,999,296","230,000,000","1,98K",-12.77%
12/9/2017,238210000,"254,700,000","265,000,000","210,000,608","1,12K",-6.47%
12/10/2017,242260400,"238,805,904","260,739,008","201,001,792","1,88K",1.70%
12/11/2017,250561296,"242,750,000","258,900,000","241,596,304","0,73K",3.43%
12/12/2017,246999008,"250,560,992","254,889,696","245,143,696","0,57K",-1.42%
12/13/2017,240804992,"247,000,000","250,100,000","235,304,000","0,65K",-2.51%
12/14/2017,236007008,"240,802,000","244,836,000","235,000,000","0,77K",-1.99%
12/15/2017,249100000,"236,007,008","256,300,000","235,352,992","1,09K",5.55%
12/16/2017,266800992,"248,152,992","269,500,000","246,908,000","0,71K",7.11%
12/17/2017,263434000,"266,800,992","269,999,008","259,000,000","0,63K",-1.26%
12/18/2017,259800992,"263,432,000","263,760,992","255,000,992","0,59K",-1.38%
12/19/2017,251999008,"259,800,000","260,998,000","250,188,992","0,64K",-3.00%
12/20/2017,241062000,"251,999,008","259,259,008","235,000,000","0,97K",-4.34%
12/21/2017,244499008,"241,496,992","249,999,008","238,011,008","0,76K",1.43%
12/22/2017,224050000,"244,004,992","244,872,992","205,999,008","1,43K",-8.36%
12/23/2017,236695008,"224,050,000","242,000,000","223,242,000","0,74K",5.64%
12/24/2017,234499008,"236,695,008","239,400,000","230,000,000","0,52K",-0.93%
12/25/2017,237032000,"234,499,008","240,310,000","233,136,992","0,51K",1.08%
12/26/2017,252748000,"237,350,000","264,988,992","236,880,992","1,33K",6.63%
12/27/2017,258000000,"252,170,000","264,000,000","252,162,000","0,67K",2.08%
12/28/2017,242999008,"257,994,000","260,495,008","235,000,000","0,78K",-5.81%
12/29/2017,225000000,"243,003,008","244,896,992","224,026,000","0,62K",-7.41%
12/30/2017,213319008,"225,000,992","226,500,992","202,600,000","0,88K",-5.19%
12/31/2017,222592992,"213,319,008","226,506,000","212,004,000","0,45K",4.35%
1/1/2018,215050000,"222,550,000","223,667,008","215,000,000","0,32K",-3.39%
1/2/2018,226500000,"215,048,992","234,739,008","214,198,000","0,73K",5.32%
1/3/2018,225010000,"226,500,000","229,898,000","220,000,992","0,61K",-0.66%
1/4/2018,225098000,"225,300,000","228,516,000","220,000,992","0,88K",0.04%
1/5/2018,253998000,"225,099,008","255,000,000","222,351,008","1,20K",12.84%
1/6/2018,249300992,"253,998,000","254,442,000","238,500,000","0,72K",-1.85%
1/7/2018,245980000,"249,399,008","250,199,008","242,756,000","0,51K",-1.33%
1/8/2018,237575008,"245,366,000","249,000,000","230,000,000","0,79K",-3.42%
1/9/2018,236492000,"238,260,000","243,948,992","234,519,008","0,48K",-0.46%
1/10/2018,226740000,"236,488,992","236,488,992","212,000,000","1,04K",-4.12%
1/11/2018,214555008,"226,691,008","228,339,008","212,500,000","0,76K",-5.37%
1/12/2018,215940000,"214,555,008","222,003,008","212,562,000","0,56K",0.65%
1/13/2018,209968992,"215,255,008","218,196,000","205,098,000","0,61K",-2.77%
1/14/2018,195599008,"209,900,000","209,900,000","180,059,008","0,89K",-6.84%
1/15/2018,203399008,"195,599,008","208,000,000","193,000,000","0,64K",3.99%
1/16/2018,146052000,"203,398,000","203,399,008","134,000,096","1,67K",-28.19%
1/17/2018,154000000,"146,371,008","158,666,000","125,003,000","1,81K",5.44%
1/18/2018,160604992,"154,000,000","178,576,000","148,256,992","1,37K",4.29%
1/19/2018,163484992,"160,604,992","166,000,000","152,707,008","0,76K",1.79%
1/20/2018,178600000,"163,484,992","179,880,000","162,667,008","0,96K",9.25%
1/21/2018,165455008,"178,600,000","179,300,992","160,515,008","0,83K",-7.36%
1/22/2018,155800000,"165,455,008","168,500,000","146,090,000","0,75K",-5.84%
1/23/2018,149000000,"155,800,000","157,500,000","142,054,000","0,81K",-4.36%
1/24/2018,154100992,"149,000,000","156,750,000","146,020,992","0,65K",3.42%
1/25/2018,154015008,"154,100,992","158,620,000","150,600,992","0,55K",-0.06%
1/26/2018,151800000,"154,015,008","157,443,008","144,732,992","0,63K",-1.44%
1/27/2018,153396000,"151,800,000","155,200,000","149,750,000","0,40K",1.05%
1/28/2018,157580000,"153,396,000","159,992,000","152,560,000","0,50K",2.73%
1/29/2018,151500000,"157,580,000","157,800,000","149,938,000","0,44K",-3.86%
1/30/2018,140998000,"151,500,000","153,998,000","139,940,000","0,64K",-6.93%
1/31/2018,140500000,"140,998,000","145,750,000","135,106,000","0,51K",-0.35%
2/1/2018,126021000,"140,500,000","142,000,000","122,000,000","0,84K",-10.31%
2/2/2018,122000000,"126,021,000","130,000,000","106,003,000","1,49K",-3.19%
2/3/2018,124666000,"122,000,000","127,032,000","112,500,000","0,67K",2.19%
2/4/2018,115887000,"124,666,000","125,755,000","112,888,000","0,48K",-7.04%
2/5/2018,97002000,"115,887,000","116,888,000","95,501,000","1,09K",-16.30%
2/6/2018,106990000,"97,002,000","108,108,000","81,100,000","2,10K",10.30%
2/7/2018,106675000,"106,990,000","118,502,000","99,667,000","1,19K",-0.29%
2/8/2018,115001000,"106,675,000","118,208,000","105,449,000","0,98K",7.81%
2/9/2018,117900000,"115,001,000","117,999,000","111,001,000","0,70K",2.52%
2/10/2018,118999000,"117,900,000","124,780,000","115,250,000","0,86K",0.93%
2/11/2018,112290000,"118,999,000","119,999,000","110,199,000","0,45K",-5.64%
2/12/2018,122195000,"112,290,000","122,602,000","112,289,000","0,66K",8.82%
2/13/2018,119338000,"122,195,000","122,412,000","117,501,000","0,50K",-2.34%
2/14/2018,132658000,"119,338,000","132,700,000","119,337,000","0,66K",11.16%
2/15/2018,137998000,"132,658,000","139,398,000","131,300,000","0,96K",4.03%
2/16/2018,139446000,"137,998,000","140,792,992","135,010,000","0,46K",1.05%
2/17/2018,152100000,"139,446,000","152,204,992","138,499,008","0,78K",9.07%
2/18/2018,146150000,"152,100,000","156,714,000","141,122,000","0,94K",-3.91%
2/19/2018,152699008,"146,502,000","153,500,000","145,500,992","0,55K",4.48%
2/20/2018,156800000,"152,699,008","162,032,000","152,550,000","1,02K",2.69%
2/21/2018,149998000,"156,800,000","158,988,000","145,600,000","0,94K",-4.34%
2/22/2018,144163008,"149,998,000","155,155,008","140,298,000","0,76K",-3.89%
2/23/2018,145451008,"144,398,000","147,907,008","137,800,000","0,63K",0.89%
2/24/2018,141547008,"145,451,008","148,966,000","139,000,000","0,45K",-2.68%
2/25/2018,138248992,"141,547,008","142,492,000","135,300,000","0,32K",-2.33%
2/26/2018,144380992,"138,248,992","145,658,000","135,200,000","0,51K",4.44%
2/27/2018,148619008,"144,380,992","151,250,000","141,791,008","0,53K",2.94%
2/28/2018,146598000,"148,619,008","153,532,000","145,996,992","0,47K",-1.36%
3/1/2018,150504992,"146,598,000","151,995,008","145,056,000","0,37K",2.67%
3/2/2018,152732992,"150,504,992","154,500,000","150,100,992","0,50K",1.48%
3/3/2018,156479008,"152,732,992","157,604,000","152,732,992","0,45K",2.45%
3/4/2018,156980000,"156,479,008","157,400,000","153,500,000","0,28K",0.32%
3/5/2018,158200000,"156,980,000","159,720,992","155,616,992","0,37K",0.78%
3/6/2018,149300000,"158,200,000","158,200,000","147,876,000","0,42K",-5.63%
3/7/2018,141000992,"149,300,000","151,900,000","136,498,000","0,61K",-5.56%
3/8/2018,132113000,"141,000,992","144,632,992","132,111,000","0,62K",-6.30%
3/9/2018,131702000,"132,113,000","133,894,000","120,133,000","0,80K",-0.31%
3/10/2018,126412000,"131,702,000","134,262,000","125,203,000","0,40K",-4.02%
3/11/2018,132651000,"126,412,000","135,031,008","123,123,000","0,59K",4.94%
3/12/2018,129002000,"132,651,000","137,100,000","125,365,000","0,67K",-2.75%
3/13/2018,128817000,"129,002,000","132,750,000","126,449,000","0,47K",-0.14%
3/14/2018,116415000,"128,900,000","131,000,000","115,200,000","0,91K",-9.63%
3/15/2018,116493000,"116,415,000","118,418,000","107,406,000","0,88K",0.07%
3/16/2018,116000000,"116,493,000","119,500,000","112,000,000","0,39K",-0.42%
3/17/2018,111270000,"116,000,000","116,494,000","108,500,000","0,36K",-4.08%
3/18/2018,114700000,"111,270,000","115,000,000","102,555,000","0,54K",3.08%
3/19/2018,120000000,"114,700,000","120,502,000","112,200,000","0,60K",4.62%
3/20/2018,124502000,"120,000,000","125,676,000","117,500,000","0,69K",3.75%
3/21/2018,125298000,"124,502,000","128,898,000","123,600,000","0,52K",0.64%
3/22/2018,123602000,"125,298,000","127,500,000","120,300,000","0,40K",-1.35%
3/23/2018,125126000,"123,602,000","125,126,000","118,360,000","0,33K",1.23%
3/24/2018,120888000,"125,126,000","125,998,000","120,774,000","0,30K",-3.39%
3/25/2018,120990000,"121,000,000","122,810,000","119,550,000","0,28K",0.08%
3/26/2018,115597000,"120,990,000","121,185,000","112,000,000","0,46K",-4.46%
3/27/2018,110499000,"115,597,000","116,500,000","110,301,000","0,35K",-4.41%
3/28/2018,111200000,"110,499,000","113,743,000","110,002,000","0,26K",0.63%
3/29/2018,100012000,"111,199,000","111,498,000","98,003,000","0,47K",-10.06%
3/30/2018,97231000,"100,012,000","103,773,000","93,758,000","0,63K",-2.78%
3/31/2018,98173000,"97,231,000","100,934,000","96,003,000","0,32K",0.97%
4/1/2018,95805000,"98,173,000","99,406,000","91,263,000","0,42K",-2.41%
4/2/2018,98681000,"95,806,000","99,800,000","95,100,000","0,41K",3.00%
4/3/2018,103962000,"98,681,000","104,755,000","98,315,000","0,47K",5.35%
4/4/2018,96043000,"103,962,000","104,100,000","94,688,000","0,49K",-7.62%
4/5/2018,95185000,"96,043,000","97,705,000","93,456,000","0,52K",-0.89%
4/6/2018,93470000,"95,185,000","95,977,000","92,407,000","0,45K",-1.80%
4/7/2018,96997000,"93,470,000","98,465,000","93,280,000","0,29K",3.77%
4/8/2018,97580000,"96,997,000","98,661,000","96,502,000","0,19K",0.60%
4/9/2018,95226000,"97,580,000","100,000,000","93,402,000","0,54K",-2.41%
4/10/2018,95479000,"95,226,000","96,000,000","94,200,000","0,28K",0.27%
4/11/2018,96039000,"95,479,000","96,500,000","95,151,000","0,27K",0.59%
4/12/2018,105990000,"96,100,000","106,030,000","94,000,000","1,02K",10.36%
4/13/2018,104770000,"105,990,000","108,936,000","104,000,000","0,77K",-1.15%
4/14/2018,106011000,"104,770,000","107,500,000","104,451,000","0,32K",1.18%
4/15/2018,108710000,"106,011,000","109,643,000","105,700,000","0,34K",2.55%
4/16/2018,108202000,"108,747,000","109,643,000","106,501,000","0,58K",-0.47%
4/17/2018,109884000,"108,202,000","111,580,000","108,202,000","0,36K",1.55%
4/18/2018,112509000,"109,884,000","112,700,000","109,715,000","0,31K",2.39%
4/19/2018,115600000,"112,509,000","115,710,000","112,499,000","0,47K",2.75%
4/20/2018,122501000,"115,600,000","122,800,000","115,599,000","0,65K",5.97%
4/21/2018,122999000,"122,501,000","125,179,000","118,500,000","0,53K",0.41%
4/22/2018,121848000,"122,999,000","123,825,000","121,205,000","0,29K",-0.94%
4/23/2018,123760000,"121,848,000","123,800,000","121,566,000","0,29K",1.57%
4/24/2018,132997000,"123,760,000","133,452,000","123,657,000","0,66K",7.46%
4/25/2018,124792000,"132,997,000","134,743,008","123,245,000","0,74K",-6.17%
4/26/2018,128602000,"124,792,000","129,250,000","121,303,000","0,46K",3.05%
4/27/2018,124019000,"128,602,000","129,220,000","123,953,000","0,38K",-3.56%
4/28/2018,127551000,"124,019,000","128,685,000","123,510,000","0,35K",2.85%
4/29/2018,128411000,"127,551,000","129,000,000","125,920,000","0,36K",0.67%
4/30/2018,128700000,"128,412,000","129,150,000","127,197,000","0,36K",0.23%
5/1/2018,125624000,"128,700,000","128,700,000","123,301,000","0,35K",-2.39%
5/2/2018,127177000,"125,624,000","127,588,000","124,920,000","0,30K",1.24%
5/3/2018,133196000,"127,178,000","133,255,000","126,501,000","0,55K",4.73%
5/4/2018,134217000,"133,122,000","134,998,000","130,700,000","0,41K",0.77%
5/5/2018,136771008,"134,215,000","137,920,992","134,215,000","0,33K",1.90%
5/6/2018,135102000,"136,687,008","137,828,000","133,605,000","0,28K",-1.22%
5/7/2018,132503000,"135,100,992","135,423,008","130,800,000","0,31K",-1.92%
5/8/2018,132259000,"132,503,000","134,500,000","130,048,000","0,27K",-0.18%
5/9/2018,132853000,"132,259,000","133,519,000","129,418,000","0,22K",0.45%
5/10/2018,130154000,"132,853,000","134,001,000","129,883,000","0,22K",-2.03%
5/11/2018,121006000,"130,150,000","130,154,000","120,918,000","0,46K",-7.03%
5/12/2018,121516000,"121,000,000","123,979,000","117,700,000","0,29K",0.42%
5/13/2018,124701000,"121,899,000","125,214,000","120,501,000","0,22K",2.62%
5/14/2018,123147000,"124,705,000","125,996,000","119,761,000","0,40K",-1.25%
5/15/2018,122377000,"123,838,000","125,840,000","121,592,000","0,29K",-0.63%
5/16/2018,121000000,"122,376,000","122,719,000","118,002,000","0,33K",-1.13%
5/17/2018,116300000,"121,000,000","121,135,000","115,891,000","0,25K",-3.88%
5/18/2018,118763000,"116,300,000","120,000,000","114,300,000","0,23K",2.12%
5/19/2018,118395000,"118,762,000","120,079,000","117,503,000","0,14K",-0.31%
5/20/2018,120398000,"118,395,000","121,000,000","117,435,000","0,14K",1.69%
5/21/2018,120578000,"120,399,000","121,502,000","119,507,000","0,22K",0.15%
5/22/2018,117224000,"120,578,000","120,579,000","117,000,000","0,20K",-2.78%
5/23/2018,110080000,"117,225,000","117,225,000","109,268,000","0,36K",-6.09%
5/24/2018,109206000,"110,080,000","112,736,000","106,274,000","0,31K",-0.79%
5/25/2018,107400000,"109,206,000","109,998,000","106,011,000","0,21K",-1.65%
5/26/2018,106285000,"107,445,000","109,004,000","106,088,000","0,17K",-1.04%
5/27/2018,106168000,"106,284,000","106,543,000","105,000,000","0,19K",-0.11%
5/28/2018,102209000,"106,168,000","106,297,000","101,997,000","0,41K",-3.73%
5/29/2018,105190000,"102,209,000","106,499,000","101,516,000","0,28K",2.92%
5/30/2018,104497000,"105,190,000","106,999,000","102,853,000","0,28K",-0.66%
5/31/2018,105052000,"104,498,000","107,439,000","103,040,000","0,58K",0.53%
6/1/2018,105690000,"105,052,000","106,839,000","104,156,000","0,26K",0.61%
6/2/2018,106102000,"105,691,000","107,011,000","104,868,000","0,25K",0.39%
6/3/2018,107510000,"106,102,000","108,457,000","105,736,000","0,28K",1.33%
6/4/2018,106566000,"107,510,000","107,905,000","105,149,000","0,33K",-0.88%
6/5/2018,107095000,"106,567,000","107,888,000","105,300,000","0,40K",0.50%
6/6/2018,107453000,"107,096,000","108,125,000","105,652,000","0,24K",0.33%
6/7/2018,107350000,"107,453,000","108,598,000","106,883,000","0,18K",-0.10%
6/8/2018,107041000,"107,350,000","107,748,000","105,805,000","0,25K",-0.29%
6/9/2018,107200000,"107,041,000","107,801,000","106,727,000","0,14K",0.15%
6/10/2018,100000000,"107,197,000","107,200,000","99,411,000","0,48K",-6.72%
6/11/2018,99338000,"100,000,000","101,918,000","96,582,000","0,46K",-0.66%
6/12/2018,94779000,"99,462,000","99,699,000","93,011,000","0,38K",-4.59%
6/13/2018,91289000,"94,779,000","95,614,000","90,319,000","0,37K",-3.68%
6/14/2018,96424000,"91,287,000","97,330,000","91,008,000","0,36K",5.62%
6/15/2018,93737000,"96,424,000","96,770,000","93,498,000","0,21K",-2.79%
6/16/2018,94606000,"93,737,000","95,395,000","93,000,000","0,14K",0.93%
6/17/2018,93850000,"94,606,000","95,200,000","93,700,000","0,10K",-0.80%
6/18/2018,96500000,"93,850,000","97,699,000","93,100,000","0,23K",2.82%
6/19/2018,96145000,"96,500,000","97,131,000","95,502,000","0,18K",-0.37%
6/20/2018,96300000,"96,144,000","96,890,000","94,083,000","0,23K",0.16%
6/21/2018,95782000,"96,300,000","97,432,000","95,750,000","0,22K",-0.54%
6/22/2018,87214000,"95,782,000","96,200,000","86,300,000","0,45K",-8.95%
6/23/2018,88776000,"87,214,000","89,646,000","86,294,000","0,21K",1.79%
6/24/2018,88069000,"88,776,000","89,590,000","83,250,000","0,35K",-0.80%
6/25/2018,89814000,"88,069,000","91,064,000","87,676,000","0,26K",1.98%
6/26/2018,87781000,"89,814,000","90,527,000","87,597,000","0,21K",-2.26%
6/27/2018,88538000,"87,777,000","88,837,000","86,823,000","0,16K",0.86%
6/28/2018,85343000,"88,538,000","89,487,000","85,250,000","0,32K",-3.61%
6/29/2018,89695000,"85,330,000","91,046,000","84,500,000","0,31K",5.10%
6/30/2018,91284000,"89,694,000","94,427,000","89,693,000","0,30K",1.77%
7/1/2018,90515000,"91,284,000","91,600,000","89,542,000","0,16K",-0.84%
7/2/2018,94887000,"90,697,000","95,600,000","90,053,000","0,29K",4.83%
7/3/2018,95278000,"94,888,000","96,474,000","94,819,000","0,20K",0.41%
7/4/2018,95758000,"95,278,000","97,955,000","93,796,000","0,25K",0.50%
7/5/2018,95728000,"95,758,000","97,200,000","94,701,000","0,22K",-0.03%
7/6/2018,95801000,"95,728,000","96,601,000","94,712,000","0,20K",0.08%
7/7/2018,97679000,"95,809,000","98,105,000","95,000,000","0,20K",1.96%
7/8/2018,97452000,"97,681,000","98,410,000","96,910,000","0,23K",-0.23%
7/9/2018,96575000,"97,452,000","97,998,000","96,500,000","0,30K",-0.90%
7/10/2018,92001000,"96,575,000","96,850,000","92,000,000","0,35K",-4.74%
7/11/2018,93701000,"92,001,000","94,123,000","92,000,000","0,24K",1.85%
7/12/2018,90922000,"93,701,000","93,949,000","89,503,000","0,37K",-2.97%
7/13/2018,90755000,"90,922,000","92,036,000","89,923,000","0,18K",-0.18%
7/14/2018,90780000,"90,755,000","91,548,000","90,541,000","0,11K",0.03%
7/15/2018,92233000,"90,799,000","92,892,000","90,799,000","0,14K",1.60%
7/16/2018,96052000,"92,233,000","96,074,000","91,802,000","0,41K",4.14%
7/17/2018,102920000,"96,052,000","104,995,000","95,203,000","0,64K",7.15%
7/18/2018,103311000,"102,921,000","105,507,000","102,494,000","0,54K",0.38%
7/19/2018,104994000,"103,311,000","105,301,000","101,140,000","0,41K",1.63%
7/20/2018,107449000,"104,892,000","109,958,000","104,029,000","0,41K",2.34%
7/21/2018,107634000,"107,248,000","107,999,000","105,572,000","0,20K",0.17%
7/22/2018,108461000,"107,634,000","109,999,000","107,118,000","0,20K",0.77%
7/23/2018,112977000,"108,461,000","113,491,000","108,211,000","0,34K",4.16%
7/24/2018,123353000,"112,977,000","123,676,000","112,723,000","0,63K",9.18%
7/25/2018,118000000,"123,267,000","123,551,000","117,082,000","0,44K",-4.34%
7/26/2018,115393000,"118,001,000","120,351,000","114,227,000","0,29K",-2.21%
7/27/2018,118499000,"115,393,000","120,401,000","113,856,000","0,28K",2.69%
7/28/2018,119299000,"118,499,000","119,498,000","117,800,000","0,10K",0.68%
7/29/2018,119470000,"119,299,000","120,000,000","118,476,000","0,10K",0.14%
7/30/2018,118516000,"119,470,000","119,804,000","114,804,000","0,24K",-0.80%
7/31/2018,113588000,"118,516,000","118,517,000","112,800,000","0,31K",-4.16%
8/1/2018,111700000,"113,588,000","113,999,000","109,930,000","0,33K",-1.66%
8/2/2018,110894000,"111,699,000","112,688,000","109,577,000","0,23K",-0.72%
8/3/2018,108977000,"110,719,000","110,893,000","107,200,000","0,25K",-1.73%
8/4/2018,102998000,"108,978,000","109,941,000","102,209,000","0,20K",-5.49%
8/5/2018,103303000,"102,998,000","104,295,000","101,741,000","0,13K",0.30%
8/6/2018,102049000,"103,302,000","105,418,000","100,999,000","0,21K",-1.21%
8/7/2018,98901000,"102,049,000","104,122,000","98,312,000","0,25K",-3.08%
8/8/2018,92041000,"98,901,000","99,155,000","90,750,000","0,38K",-6.94%
8/9/2018,96293000,"92,041,000","97,112,000","91,500,000","0,23K",4.62%
8/10/2018,91516000,"96,250,000","96,802,000","89,900,000","0,29K",-4.96%
8/11/2018,92683000,"91,515,000","95,849,000","90,000,000","0,21K",1.28%
8/12/2018,93742000,"92,632,000","94,508,000","91,462,000","0,12K",1.14%
8/13/2018,93493000,"93,742,000","97,000,000","91,866,000","0,24K",-0.27%
8/14/2018,91820000,"93,500,000","93,500,000","88,388,000","0,41K",-1.79%
8/15/2018,91952000,"91,820,000","96,499,000","91,410,000","0,37K",0.14%
8/16/2018,92733000,"91,952,000","94,990,000","91,400,000","0,23K",0.85%
8/17/2018,95156000,"92,735,000","95,495,000","92,733,000","0,23K",2.61%
8/18/2018,93649000,"95,156,000","95,792,000","92,279,000","0,28K",-1.58%
8/19/2018,94444000,"93,650,000","95,111,000","92,798,000","0,14K",0.85%
8/20/2018,92975000,"94,444,000","95,000,000","92,489,000","0,25K",-1.56%
8/21/2018,94824000,"92,975,000","95,458,000","92,966,000","0,23K",1.99%
8/22/2018,94287000,"94,824,000","99,800,000","93,700,000","0,36K",-0.57%
8/23/2018,96600000,"94,287,000","97,002,000","94,264,000","0,18K",2.45%
8/24/2018,97047000,"96,585,000","97,836,000","94,889,000","0,32K",0.46%
8/25/2018,97901000,"97,172,000","98,274,000","97,045,000","0,20K",0.88%
8/26/2018,97747000,"97,902,000","98,500,000","96,100,000","0,15K",-0.16%
8/27/2018,99960000,"97,747,000","99,999,000","97,174,000","0,19K",2.26%
8/28/2018,102536000,"100,000,000","102,999,000","99,601,000","0,32K",2.58%
8/29/2018,102632000,"102,501,000","103,745,000","101,371,000","0,22K",0.09%
8/30/2018,102315000,"102,632,000","102,794,000","100,077,000","0,26K",-0.31%
8/31/2018,102979000,"102,315,000","103,579,000","101,622,000","0,25K",0.65%
9/1/2018,105052000,"102,858,000","105,781,000","102,737,000","0,30K",2.01%
9/2/2018,106210000,"105,050,000","106,695,000","104,496,000","0,20K",1.10%
9/3/2018,106610000,"106,210,000","107,194,000","105,270,000","0,20K",0.38%
9/4/2018,109000000,"106,610,000","109,627,000","106,298,000","0,22K",2.24%
9/5/2018,100000000,"108,999,000","109,800,000","100,000,000","0,46K",-8.26%
9/6/2018,98379000,"100,001,000","100,133,000","94,501,000","0,41K",-1.62%
9/7/2018,97243000,"98,379,000","98,883,000","96,700,000","0,31K",-1.15%
9/8/2018,94665000,"97,472,000","98,400,000","93,600,000","0,22K",-2.65%
9/9/2018,95039000,"94,665,000","97,777,000","94,012,000","0,15K",0.40%
9/10/2018,95999000,"95,039,000","96,768,000","94,615,000","0,25K",1.01%
9/11/2018,95708000,"96,000,000","97,000,000","94,450,000","0,25K",-0.30%
9/12/2018,95161000,"95,781,000","95,820,000","94,200,000","0,22K",-0.57%
9/13/2018,96307000,"95,161,000","97,386,000","95,161,000","0,18K",1.20%
9/14/2018,96096000,"96,307,000","97,312,000","95,000,000","0,19K",-0.22%
9/15/2018,96775000,"96,096,000","97,140,000","95,959,000","0,08K",0.71%
9/16/2018,96452000,"96,775,000","96,798,000","95,443,000","0,10K",-0.33%
9/17/2018,94471000,"96,452,000","97,079,000","93,608,000","0,23K",-2.05%
9/18/2018,95336000,"94,401,000","96,079,000","94,051,000","0,19K",0.92%
9/19/2018,95450000,"95,336,000","97,297,000","92,620,000","0,26K",0.12%
9/20/2018,96370000,"95,450,000","96,893,000","95,100,000","0,20K",0.96%
9/21/2018,97628000,"96,370,000","98,718,000","96,022,000","0,31K",1.31%
9/22/2018,96701000,"97,628,000","98,422,000","95,619,000","0,16K",-0.95%
9/23/2018,96117000,"96,701,000","96,999,000","95,500,000","0,13K",-0.60%
9/24/2018,96654000,"96,117,000","97,088,000","95,719,000","0,23K",0.56%
9/25/2018,96344000,"96,654,000","96,900,000","95,601,000","0,16K",-0.32%
9/26/2018,96453000,"96,344,000","97,600,000","95,800,000","0,20K",0.11%
9/27/2018,98060000,"96,453,000","99,117,000","96,138,000","0,24K",1.67%
9/28/2018,98295000,"98,059,000","98,363,000","98,059,000","0,16K",0.24%
9/29/2018,98180000,"98,295,000","98,488,000","96,013,000","0,37K",-0.12%
9/30/2018,98539000,"98,180,000","99,123,000","97,656,000","0,18K",0.37%
10/1/2018,98586000,"98,539,000","99,050,000","98,000,000","0,20K",0.05%
10/2/2018,98642000,"98,586,000","99,501,000","98,300,000","0,19K",0.06%
10/3/2018,98130000,"98,744,000","98,770,000","97,574,000","0,19K",-0.52%
10/4/2018,99355000,"98,131,000","99,777,000","98,131,000","0,17K",1.25%
10/5/2018,100181000,"99,355,000","100,181,000","99,007,000","0,14K",0.83%
10/6/2018,99807000,"100,181,000","100,500,000","99,414,000","0,12K",-0.37%
10/7/2018,99617000,"99,807,000","99,998,000","99,358,000","0,08K",-0.19%
10/8/2018,100820000,"99,617,000","101,399,000","99,557,000","0,18K",1.21%
10/9/2018,100398000,"100,820,000","101,136,000","100,002,000","0,11K",-0.42%
10/10/2018,99800000,"100,398,000","100,545,000","98,500,000","0,14K",-0.60%
10/11/2018,96677000,"99,800,000","99,822,000","95,500,000","0,38K",-3.13%
10/12/2018,96798000,"96,677,000","97,599,000","96,000,000","0,18K",0.13%
10/13/2018,96999000,"96,798,000","97,097,000","96,505,000","0,10K",0.21%
10/14/2018,96701000,"96,999,000","97,642,000","96,629,000","0,11K",-0.31%
10/15/2018,98501000,"96,701,000","103,000,000","96,206,000","0,56K",1.86%
10/16/2018,98200000,"98,501,000","99,132,000","97,198,000","0,21K",-0.31%
10/17/2018,98091000,"98,047,000","98,400,000","97,579,000","0,17K",-0.11%
10/18/2018,97217000,"98,091,000","98,292,000","97,202,000","0,22K",-0.89%
10/19/2018,97909000,"97,217,000","98,100,000","97,202,000","0,15K",0.71%
10/20/2018,97906000,"97,909,000","98,495,000","97,592,000","0,15K",0.00%
10/21/2018,97809000,"97,906,000","98,403,000","97,803,000","0,09K",-0.10%
10/22/2018,97801000,"97,809,000","98,095,000","97,450,000","0,19K",-0.01%
