Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
2/1/2022,555390016,"552,563,008","562,000,000","546,001,984","0,08K",0.51%
2/2/2022,533703008,"555,390,016","556,670,016","530,264,000","0,07K",-3.90%
2/3/2022,536000000,"533,703,008","536,060,000","524,580,000","0,06K",0.43%
2/4/2022,596235008,"536,000,000","596,422,976","533,051,008","0,12K",11.24%
2/5/2022,594499968,"596,174,016","600,000,000","587,713,024","0,06K",-0.29%
2/6/2022,608460032,"594,500,992","610,419,968","591,940,992","0,06K",2.35%
2/7/2022,635004032,"608,625,024","641,017,984","600,000,000","0,11K",4.36%
2/8/2022,635689024,"635,004,032","653,897,984","618,000,000","0,12K",0.11%
2/9/2022,636012992,"635,689,024","641,500,032","624,360,000","0,06K",0.05%
2/10/2022,626035008,"636,012,992","652,803,968","622,899,008","0,14K",-1.57%
2/11/2022,610379008,"625,856,000","630,000,000","606,484,992","0,08K",-2.50%
2/12/2022,607779968,"610,379,008","617,249,024","602,652,992","0,04K",-0.43%
2/13/2022,607500032,"607,859,008","614,369,024","604,441,024","0,02K",-0.05%
2/14/2022,609964992,"607,500,032","613,289,984","600,699,008","0,04K",0.41%
2/15/2022,635052992,"609,964,992","636,998,016","608,923,008","0,07K",4.11%
2/16/2022,626785984,"635,238,976","635,238,976","620,963,008","0,04K",-1.30%
2/17/2022,584844992,"626,785,984","630,000,000","579,788,992","0,09K",-6.69%
2/18/2022,577809984,"584,844,992","589,894,016","571,001,984","0,07K",-1.20%
2/19/2022,576174016,"577,809,984","581,556,992","571,499,008","0,03K",-0.28%
2/20/2022,553217984,"576,390,016","576,963,968","548,851,968","0,05K",-3.98%
2/21/2022,542499968,"553,217,984","565,000,000","532,633,984","0,10K",-1.94%
2/22/2022,550872000,"537,889,024","551,596,992","526,111,008","0,07K",1.54%
2/23/2022,536916992,"550,872,000","562,796,992","534,671,008","0,07K",-2.53%
2/24/2022,551075968,"536,916,992","562,700,032","495,000,000","0,18K",2.64%
2/25/2022,562259968,"551,075,968","568,481,984","546,638,016","0,09K",2.03%
2/26/2022,560289024,"562,259,968","574,220,032","555,790,016","0,04K",-0.35%
2/27/2022,544169984,"560,289,024","570,240,000","534,363,008","0,08K",-2.88%
2/28/2022,615052992,"544,121,984","629,318,976","541,710,976","0,13K",13.03%
3/1/2022,635612992,"612,142,976","640,412,992","610,465,024","0,16K",3.34%
3/2/2022,631089984,"635,612,992","647,832,000","622,977,024","0,11K",-0.71%
3/3/2022,610198976,"631,000,000","633,000,000","602,360,000","0,07K",-3.31%
3/4/2022,566611968,"610,198,976","610,736,000","559,132,992","0,08K",-7.14%
3/5/2022,568894976,"566,611,968","571,440,000","560,800,000","0,04K",0.40%
3/6/2022,556520000,"568,894,976","572,638,976","551,310,016","0,07K",-2.18%
3/7/2022,550099008,"556,520,000","570,000,000","537,758,976","0,10K",-1.15%
3/8/2022,559998976,"550,099,008","567,566,016","547,980,032","0,08K",1.80%
3/9/2022,601364992,"559,998,976","609,488,000","559,660,032","0,11K",7.39%
3/10/2022,565622016,"601,364,992","601,889,024","555,996,992","0,13K",-5.94%
3/11/2022,557427008,"565,622,016","575,100,032","551,489,984","0,07K",-1.45%
3/12/2022,557710016,"557,427,008","564,668,032","556,972,032","0,03K",0.05%
3/13/2022,544824000,"557,699,968","562,657,024","543,358,016","0,04K",-2.31%
3/14/2022,564502016,"544,656,000","570,715,008","542,251,008","0,07K",3.61%
3/15/2022,563257984,"564,806,016","569,422,016","548,790,976","0,09K",-0.22%
3/16/2022,586001024,"563,257,984","595,000,000","558,113,984","0,18K",4.04%
3/17/2022,583897024,"586,001,024","590,726,016","581,000,000","0,05K",-0.36%
3/18/2022,597670976,"584,019,968","604,099,968","576,438,976","0,09K",2.36%
3/19/2022,602390016,"597,670,976","604,000,000","594,604,992","0,04K",0.79%
3/20/2022,589084992,"602,390,016","603,249,984","587,430,976","0,04K",-2.21%
3/21/2022,588881984,"589,086,976","593,291,008","581,030,976","0,04K",-0.03%
3/22/2022,607388992,"588,881,984","618,548,992","586,524,032","0,12K",3.14%
3/23/2022,615609984,"607,388,992","615,609,984","600,601,024","0,07K",1.35%
3/24/2022,629419008,"615,609,984","631,548,032","613,267,968","0,14K",2.24%
3/25/2022,635838976,"629,419,008","645,982,016","626,249,984","0,08K",1.02%
3/26/2022,637648000,"635,838,976","641,729,984","633,000,000","0,05K",0.28%
3/27/2022,668982976,"637,648,000","669,550,016","637,484,032","0,06K",4.91%
3/28/2022,682000000,"668,982,976","688,888,000","668,000,000","0,10K",1.95%
3/29/2022,681190016,"681,950,976","687,500,032","676,700,032","0,06K",-0.12%
3/30/2022,675001024,"681,190,016","682,585,024","671,000,000","0,06K",-0.91%
3/31/2022,653619008,"675,001,024","680,001,024","650,000,000","0,08K",-3.17%
4/1/2022,664169984,"653,486,016","670,000,000","636,753,024","0,07K",1.61%
4/2/2022,659052032,"664,169,984","675,569,984","656,398,016","0,04K",-0.77%
4/3/2022,666494976,"659,052,032","677,500,992","653,539,008","0,05K",1.13%
4/4/2022,669881024,"666,494,976","670,000,000","648,720,000","0,06K",0.51%
4/5/2022,655006976,"669,881,024","674,401,024","654,068,992","0,05K",-2.22%
4/6/2022,622678976,"655,004,032","655,004,032","622,678,976","0,09K",-4.94%
4/7/2022,625992000,"622,678,976","631,531,008","618,000,000","0,05K",0.53%
4/8/2022,608268032,"625,590,016","631,809,984","608,000,000","0,04K",-2.83%
4/9/2022,615016000,"608,268,032","615,169,024","607,542,016","0,02K",1.11%
4/10/2022,607569984,"615,016,000","622,300,032","605,000,000","0,03K",-1.21%
4/11/2022,574276992,"607,569,984","610,000,000","569,347,968","0,07K",-5.48%
4/12/2022,578569984,"574,276,992","585,000,000","567,180,032","0,04K",0.75%
4/13/2022,591744000,"578,569,984","594,998,976","570,947,968","0,06K",2.28%
4/14/2022,576121984,"591,744,000","595,000,000","572,000,000","0,04K",-2.64%
4/15/2022,583299968,"576,337,024","585,889,984","574,374,016","0,02K",1.25%
4/16/2022,581500032,"583,299,968","584,249,024","576,102,016","0,02K",-0.31%
4/17/2022,572115008,"581,500,032","583,750,016","571,180,032","0,02K",-1.61%
4/18/2022,587899008,"572,115,008","590,300,992","557,851,008","0,06K",2.76%
4/19/2022,595376000,"587,899,008","597,731,008","581,489,024","0,05K",1.27%
4/20/2022,595321984,"595,376,000","605,000,000","589,283,008","0,04K",-0.01%
4/21/2022,583593024,"595,321,984","615,699,968","574,628,992","0,06K",-1.97%
4/22/2022,575001024,"583,593,024","586,830,016","568,033,024","0,04K",-1.47%
4/23/2022,571000000,"575,001,024","576,985,984","569,203,968","0,02K",-0.70%
4/24/2022,569486976,"571,000,000","575,000,000","565,779,968","0,02K",-0.26%
4/25/2022,583001024,"569,486,976","583,598,976","554,000,000","0,07K",2.37%
4/26/2022,552275968,"583,001,024","586,217,984","547,852,032","0,09K",-5.27%
4/27/2022,566822976,"552,275,968","569,750,016","550,028,032","0,05K",2.63%
4/28/2022,576560000,"566,822,976","584,147,968","565,105,984","0,08K",1.72%
4/29/2022,563696000,"576,560,000","577,950,016","559,169,984","0,05K",-2.23%
4/30/2022,553838016,"563,696,000","564,099,968","552,366,976","0,03K",-1.75%
5/1/2022,561548992,"553,838,016","563,496,000","551,000,000","0,02K",1.39%
5/2/2022,562508032,"561,548,992","569,998,976","559,000,000","0,02K",0.17%
5/3/2022,553374016,"562,608,000","563,168,000","551,000,000","0,02K",-1.62%
5/4/2022,574851968,"553,374,016","577,811,008","551,000,000","0,05K",3.88%
5/5/2022,536958016,"574,851,968","576,593,984","530,361,984","0,08K",-6.59%
5/6/2022,527544000,"536,958,016","536,958,016","519,960,992","0,05K",-1.75%
5/7/2022,522260000,"527,544,992","528,124,992","514,332,992","0,02K",-1.00%
5/8/2022,500000000,"522,260,000","522,260,992","496,700,000","0,06K",-4.26%
5/9/2022,457400992,"500,000,000","501,024,000","448,824,992","0,11K",-8.52%
5/10/2022,455088992,"455,123,008","479,039,008","446,268,000","0,08K",-0.51%
5/11/2022,426748992,"455,088,992","469,000,000","400,004,000","0,14K",-6.23%
5/12/2022,428200000,"426,748,992","442,830,016","400,000,000","0,15K",0.34%
5/13/2022,430504992,"428,196,992","454,097,984","426,500,000","0,07K",0.54%
5/14/2022,442751008,"430,504,992","445,552,000","423,840,992","0,04K",2.84%
5/15/2022,459096992,"442,751,008","459,190,016","433,312,992","0,03K",3.69%
5/16/2022,441976000,"459,096,992","459,142,016","432,047,008","0,04K",-3.73%
5/17/2022,447300000,"441,976,000","450,000,000","435,504,992","0,04K",1.20%
5/18/2022,425094016,"447,300,000","448,999,008","425,088,000","0,04K",-4.96%
5/19/2022,445348992,"425,094,016","447,168,992","425,000,992","0,07K",4.76%
5/20/2022,431777984,"445,348,992","449,841,984","425,000,000","0,04K",-3.05%
5/21/2022,432324992,"431,777,984","434,545,984","428,150,016","0,02K",0.13%
5/22/2022,443992000,"432,324,992","444,750,016","429,952,000","0,03K",2.70%
5/23/2022,428729984,"443,991,008","448,816,992","426,000,000","0,07K",-3.44%
5/24/2022,435108000,"428,731,008","436,684,992","424,000,000","0,03K",1.49%
5/25/2022,434193984,"435,108,000","442,788,000","430,569,984","0,03K",-0.21%
5/26/2022,430160992,"434,193,984","437,580,000","414,000,000","0,05K",-0.93%
5/27/2022,418606016,"430,160,992","430,422,016","414,200,000","0,04K",-2.69%
5/28/2022,423860000,"418,606,016","425,880,992","418,300,992","0,02K",1.26%
5/29/2022,429480000,"423,860,000","429,999,008","422,504,000","0,02K",1.33%
5/30/2022,460071008,"429,480,000","465,998,016","428,116,992","0,07K",7.12%
5/31/2022,463900000,"460,148,992","469,420,992","455,552,000","0,04K",0.83%
6/1/2022,442041984,"463,900,000","465,950,016","438,020,992","0,04K",-4.71%
6/2/2022,441764992,"437,999,008","444,569,984","433,000,000","0,05K",-0.06%
6/3/2022,430203008,"441,764,992","445,548,992","427,747,008","0,03K",-2.62%
6/4/2022,432000000,"430,203,008","433,190,016","428,832,992","0,01K",0.42%
6/5/2022,433793984,"432,000,000","435,996,000","429,500,000","0,02K",0.42%
6/6/2022,452704992,"433,793,984","457,244,000","433,544,992","0,04K",4.36%
6/7/2022,451147008,"452,704,992","456,000,992","425,068,000","0,06K",-0.34%
6/8/2022,438462016,"451,147,008","452,190,016","432,849,984","0,04K",-2.81%
6/9/2022,439100992,"438,462,016","445,366,016","436,280,992","0,02K",0.15%
6/10/2022,427000992,"439,185,984","440,000,000","425,000,000","0,05K",-2.76%
6/11/2022,415987008,"427,000,992","430,670,016","413,187,008","0,04K",-2.58%
6/12/2022,390500000,"416,088,992","417,391,008","390,500,000","0,06K",-6.13%
6/13/2022,331841984,"390,264,000","393,547,008","321,230,016","0,16K",-15.02%
6/14/2022,327756000,"331,841,984","342,004,992","308,012,000","0,12K",-1.23%
6/15/2022,332209984,"327,756,000","335,000,000","298,201,984","0,14K",1.36%
6/16/2022,303699008,"332,209,984","337,928,992","302,500,000","0,08K",-8.58%
6/17/2022,304000992,"303,833,984","315,596,992","302,800,000","0,07K",0.10%
6/18/2022,282631008,"304,000,992","307,190,016","263,078,000","0,14K",-7.03%
6/19/2022,305169984,"282,631,008","307,788,000","267,819,008","0,09K",7.97%
6/20/2022,303822016,"305,254,016","310,382,016","291,500,000","0,08K",-0.44%
6/21/2022,307500992,"303,500,000","319,977,984","302,326,016","0,08K",1.21%
6/22/2022,297300000,"307,500,000","310,000,000","295,606,016","0,06K",-3.32%
6/23/2022,312278016,"297,300,000","313,751,008","297,300,000","0,06K",5.04%
6/24/2022,314499008,"312,278,016","317,752,000","308,294,016","0,06K",0.71%
6/25/2022,318708992,"314,499,008","319,000,000","311,766,016","0,03K",1.34%
6/26/2022,313600000,"318,708,992","323,375,008","313,465,984","0,04K",-1.60%
6/27/2022,309491008,"313,660,992","318,224,992","306,000,000","0,05K",-1.31%
6/28/2022,301864992,"309,491,008","314,000,000","300,329,984","0,06K",-2.46%
6/29/2022,299192992,"301,864,992","303,063,008","296,720,000","0,06K",-0.89%
6/30/2022,296790016,"299,192,992","299,249,984","280,719,008","0,05K",-0.80%
7/1/2022,289759008,"297,000,000","309,739,008","285,999,008","0,07K",-2.37%
7/2/2022,288839008,"289,759,008","290,703,008","286,671,008","0,02K",-0.32%
7/3/2022,289500000,"288,838,016","293,876,000","283,711,008","0,03K",0.23%
7/4/2022,301654016,"289,500,000","301,655,008","287,000,992","0,06K",4.20%
7/5/2022,301836992,"301,654,016","309,084,992","290,500,000","0,07K",0.06%
7/6/2022,307216992,"301,836,992","307,791,008","296,500,000","0,04K",1.78%
7/7/2022,323260992,"307,216,992","325,000,000","303,000,000","0,09K",5.22%
7/8/2022,322801984,"323,260,992","334,887,008","316,752,000","0,09K",-0.14%
7/9/2022,322700992,"322,801,984","327,184,992","320,230,016","0,02K",-0.03%
7/10/2022,312230016,"322,700,992","322,718,016","310,000,000","0,03K",-3.24%
7/11/2022,301020000,"312,230,016","312,407,008","300,500,000","0,03K",-3.59%
7/12/2022,291300992,"301,020,000","302,263,008","291,211,008","0,04K",-3.23%
7/13/2022,303999008,"291,300,992","304,000,000","286,612,000","0,05K",4.36%
7/14/2022,307700000,"303,999,008","311,846,016","295,756,000","0,05K",1.22%
7/15/2022,311004992,"307,700,000","315,927,008","304,867,008","0,11K",1.07%
7/16/2022,316144992,"311,004,992","320,649,984","307,279,008","0,06K",1.65%
7/17/2022,311152992,"316,144,992","321,529,984","310,692,000","0,04K",-1.58%
7/18/2022,328303008,"311,152,992","338,332,000","310,600,000","0,09K",5.51%
7/19/2022,348784000,"327,224,000","353,030,016","326,200,000","0,06K",6.24%
7/20/2022,347623008,"348,783,008","362,000,000","344,200,000","0,08K",-0.33%
7/21/2022,347059008,"347,623,008","350,168,992","336,367,008","0,07K",-0.16%
7/22/2022,341030016,"347,059,008","354,990,016","339,000,000","0,05K",-1.74%
7/23/2022,338000000,"341,030,016","345,000,000","330,828,992","0,03K",-0.89%
7/24/2022,339558016,"338,000,000","343,204,000","335,292,992","0,02K",0.46%
7/25/2022,321182016,"339,558,016","339,924,992","320,528,000","0,04K",-5.41%
7/26/2022,319630016,"321,182,016","321,182,016","312,881,984","0,04K",-0.48%
7/27/2022,343384992,"319,630,016","344,292,000","317,619,008","0,05K",7.43%
7/28/2022,353928992,"343,384,992","358,499,008","337,900,992","0,07K",3.07%
7/29/2022,353624992,"353,928,000","359,785,984","350,000,000","0,07K",-0.09%
7/30/2022,352180000,"353,624,992","365,000,992","350,559,008","0,11K",-0.41%
7/31/2022,348940992,"352,180,000","358,702,016","347,348,000","0,03K",-0.92%
8/1/2022,343369984,"348,940,992","350,374,016","342,000,992","0,04K",-1.60%
8/2/2022,343689984,"344,369,984","348,340,000","340,000,992","0,05K",0.09%
8/3/2022,341079008,"343,540,992","351,783,008","340,040,000","0,04K",-0.76%
8/4/2022,338188992,"341,079,008","346,000,000","336,311,008","0,03K",-0.85%
8/5/2022,346499008,"338,188,992","348,400,992","338,144,000","0,03K",2.46%
8/6/2022,342600992,"346,499,008","346,880,000","342,600,000","0,01K",-1.12%
8/7/2022,344760992,"342,600,992","346,700,992","342,000,000","0,02K",0.63%
8/8/2022,353940000,"344,760,992","359,431,008","344,678,016","0,05K",2.66%
8/9/2022,346216000,"353,940,000","355,000,000","342,078,016","0,03K",-2.18%
8/10/2022,355049984,"346,216,000","358,590,016","340,358,016","0,07K",2.55%
8/11/2022,353980992,"355,049,984","366,209,984","353,702,016","0,10K",-0.30%
8/12/2022,358291008,"353,980,992","358,784,992","349,500,000","0,04K",1.22%
8/13/2022,357438016,"358,231,008","363,488,000","356,552,992","0,04K",-0.24%
8/14/2022,358500000,"357,438,016","364,990,016","356,656,992","0,04K",0.30%
8/15/2022,358500000,"358,500,000","370,000,000","352,427,008","0,05K",0.00%
8/16/2022,353095008,"358,500,000","359,688,992","352,000,000","0,03K",-1.51%
8/17/2022,347340000,"353,095,008","359,924,992","346,000,000","0,03K",-1.63%
8/18/2022,345868992,"347,340,000","350,272,992","345,849,984","0,02K",-0.42%
8/19/2022,313256992,"345,868,992","345,870,016","313,256,992","0,09K",-9.43%
8/20/2022,316704992,"313,256,992","319,655,008","313,000,000","0,02K",1.10%
8/21/2022,322849984,"316,702,016","324,280,000","316,600,992","0,02K",1.94%
8/22/2022,317049984,"322,849,984","322,851,008","313,388,992","0,03K",-1.80%
8/23/2022,321023008,"317,048,992","322,095,008","313,929,984","0,04K",1.25%
8/24/2022,318712000,"321,023,008","324,000,000","316,660,000","0,03K",-0.72%
8/25/2022,319500000,"318,712,000","323,144,000","318,500,000","0,02K",0.25%
8/26/2022,302759008,"319,500,000","322,812,992","302,369,984","0,06K",-5.24%
8/27/2022,299999008,"302,959,008","304,225,984","298,800,000","0,03K",-0.91%
8/28/2022,295055008,"299,999,008","301,279,008","295,000,000","0,02K",-1.65%
8/29/2022,303096000,"295,032,000","303,700,000","295,000,000","0,03K",2.73%
8/30/2022,296123008,"303,096,992","305,000,000","293,648,992","0,04K",-2.30%
8/31/2022,299360000,"296,268,992","304,500,000","296,049,984","0,04K",1.09%
9/1/2022,300510016,"299,360,000","302,496,992","294,230,016","0,04K",0.38%
9/2/2022,298886016,"300,510,016","304,112,992","296,929,984","0,03K",-0.54%
9/3/2022,296903008,"298,886,016","300,000,000","296,000,000","0,02K",-0.66%
9/4/2022,298540000,"296,903,008","298,540,992","295,009,984","0,02K",0.55%
9/5/2022,295799008,"298,540,000","298,872,992","295,000,000","0,02K",-0.92%
9/6/2022,283348992,"295,799,008","300,350,016","281,220,992","0,06K",-4.21%
9/7/2022,287944000,"283,151,008","290,000,000","279,998,016","0,05K",1.62%
9/8/2022,288052992,"287,944,000","289,276,000","285,000,000","0,05K",0.04%
9/9/2022,315279008,"288,052,992","316,625,984","288,000,000","0,08K",9.45%
9/10/2022,319414016,"315,280,000","320,977,984","300,000,000","0,07K",1.31%
9/11/2022,321865984,"319,414,016","322,644,000","316,841,984","0,03K",0.77%
9/12/2022,331769984,"321,865,984","332,904,000","319,646,016","0,07K",3.08%
9/13/2022,304395008,"331,769,984","335,808,000","301,760,992","0,07K",-8.25%
9/14/2022,303504000,"304,395,008","308,960,000","300,000,000","0,03K",-0.29%
9/15/2022,295895008,"303,504,000","304,182,016","293,856,000","0,03K",-2.51%
9/16/2022,295459008,"295,895,008","330,395,008","292,500,000","0,02K",-0.15%
9/17/2022,301579008,"295,459,008","302,000,000","295,459,008","0,01K",2.07%
9/18/2022,293280000,"301,579,008","301,740,000","293,000,000","0,02K",-2.75%
9/19/2022,293548000,"293,280,000","294,999,008","277,332,992","0,08K",0.09%
9/20/2022,284900992,"293,548,000","294,335,008","283,537,984","0,04K",-2.95%
9/21/2022,280062016,"284,900,992","295,345,984","277,332,992","0,05K",-1.70%
9/22/2022,292460000,"280,062,016","292,500,000","278,142,016","0,04K",4.43%
9/23/2022,290271008,"292,460,000","293,000,000","280,059,008","0,04K",-0.75%
9/24/2022,285348000,"290,271,008","290,596,000","284,816,992","0,02K",-1.70%
9/25/2022,283096000,"285,348,000","287,916,000","282,871,008","0,02K",-0.79%
9/26/2022,290907008,"283,096,000","291,392,992","282,520,000","0,03K",2.76%
9/27/2022,290103008,"290,907,008","307,000,000","286,518,016","0,06K",-0.28%
9/28/2022,294647008,"290,103,008","299,200,000","283,550,016","0,06K",1.57%
9/29/2022,297329984,"294,647,008","298,120,992","288,256,992","0,03K",0.91%
9/30/2022,296055008,"297,329,984","305,619,008","292,419,008","0,04K",-0.43%
10/1/2022,294371008,"296,055,008","297,222,016","293,700,992","0,02K",-0.57%
10/2/2022,291511008,"294,371,008","296,000,992","291,000,000","0,02K",-0.97%
10/3/2022,299982016,"291,511,008","300,000,000","291,511,008","0,03K",2.91%
10/4/2022,307619008,"299,982,016","308,800,000","298,462,016","0,04K",2.55%
10/5/2022,304748000,"307,619,008","307,620,000","301,161,984","0,04K",-0.93%
10/6/2022,302888992,"304,748,000","308,432,000","301,840,000","0,03K",-0.61%
10/7/2022,298380992,"302,888,992","305,924,000","295,828,992","0,03K",-1.49%
10/8/2022,296544000,"298,380,992","299,156,992","295,168,992","0,01K",-0.62%
10/9/2022,297068992,"296,544,000","299,000,000","296,508,992","0,01K",0.18%
10/10/2022,293979008,"297,100,000","298,332,992","293,617,984","0,02K",-1.04%
10/11/2022,292891008,"293,977,984","295,703,008","291,200,000","0,03K",-0.37%
10/12/2022,293652992,"292,891,008","294,439,008","292,784,000","0,02K",0.26%
10/13/2022,297768000,"293,639,008","298,336,992","282,123,008","0,05K",1.40%
10/14/2022,295980000,"297,768,000","304,000,000","295,318,016","0,05K",-0.60%
10/15/2022,295203008,"295,980,000","301,222,016","294,572,000","0,01K",-0.26%
10/16/2022,297313984,"295,203,008","298,329,984","295,193,984","0,01K",0.72%
10/17/2022,301198016,"297,313,984","302,000,000","296,800,000","0,03K",1.31%
10/18/2022,298588000,"301,198,016","302,700,000","296,000,992","0,03K",-0.87%
10/19/2022,297500000,"298,588,000","298,588,000","297,000,000","0,02K",-0.36%
10/20/2022,296049984,"297,500,000","299,000,000","295,272,992","0,03K",-0.49%
10/21/2022,298403008,"296,049,984","298,800,000","293,504,992","0,02K",0.79%
10/22/2022,298081984,"298,403,008","299,191,008","297,432,992","0,02K",-0.11%
10/23/2022,304278016,"298,081,984","304,499,008","297,232,000","0,04K",2.08%
10/24/2022,300676000,"304,278,016","304,337,984","299,392,000","0,02K",-1.18%
10/25/2022,311508000,"300,676,000","315,000,000","300,000,000","0,07K",3.60%
10/26/2022,322201984,"311,508,000","325,000,000","311,508,000","0,06K",3.43%
10/27/2022,315068992,"322,201,984","323,499,008","314,544,992","0,04K",-2.21%
10/28/2022,320532000,"315,068,992","321,604,000","311,907,008","0,04K",1.73%
10/29/2022,322447008,"320,532,000","325,150,016","320,128,992","0,04K",0.60%
10/30/2022,319998016,"322,447,008","324,463,008","318,873,984","0,03K",-0.76%
10/31/2022,319200000,"319,998,016","323,480,000","316,801,984","0,06K",-0.25%
11/1/2022,320368000,"319,200,000","321,500,000","318,500,000","0,03K",0.37%
11/2/2022,315780992,"320,231,008","322,515,008","314,772,992","0,04K",-1.43%
11/3/2022,316737984,"315,782,016","318,985,984","315,000,000","0,02K",0.30%
11/4/2022,329212992,"316,737,984","330,000,000","316,424,992","0,07K",3.94%
11/5/2022,331456000,"329,212,992","334,484,000","329,212,000","0,03K",0.68%
11/6/2022,327204992,"331,456,000","331,584,992","326,820,000","0,03K",-1.28%
11/7/2022,323534016,"327,204,992","329,420,992","322,559,008","0,03K",-1.12%
11/8/2022,297009984,"323,534,016","325,364,992","285,368,992","0,13K",-8.20%
11/9/2022,251988992,"297,009,984","299,000,000","251,571,008","0,16K",-15.16%
11/10/2022,276951008,"251,988,992","284,168,000","251,988,000","0,13K",9.91%
11/11/2022,266270000,"276,951,008","278,875,008","261,179,008","0,08K",-3.86%
11/12/2022,263150000,"266,270,000","266,730,000","261,868,992","0,05K",-1.17%
11/13/2022,256664000,"263,150,000","264,483,008","256,664,000","0,04K",-2.46%
